NAME,ETHNICITY,SEX,LOC,ETHNICITY_RECAT,ETHNICITY_RECAT_V2,ETHNICITY_RECAT_V3,ETHNICITY_RECAT_V4
William Carr,fr,Female,"G, Maisonneuve, Quebec, Canada",fr,fr,fr,fr
Helaire St Pierre,en,Female,"C, Toronto (west/ouest) (city/cité), Ontario, Canada",en,en,en,en
Eliza Edna Schriber,ab,Male,"B, Dundas, Ontario, Canada",ab,metis,metis,metis
Paterick Dougherty,ab,Female,"A, Hochelaga, Quebec, Canada",ab,,,
Laura Noonen,sc,Female,"V2, Alberta, The Territories, Canada",sc,sc,sc,sc
Marcus Cosby,ab,Male,"G, Dorchester, Quebec, Canada",ab,metis,metis,metis
Alphonse Steward,fr,Male,"D, Burrard, British Columbia, Canada",fr,fr,fr,fr
Anna E Kirkpatrick,ch,Female,"A, Ontario (south/sud), Ontario, Canada",ch,ch,ch,ch
Henry R Dixon,rus,Female,"E, York (east/est), Ontario, Canada",rus,rus,rus,rus
Ernestine Brière,en,Female,"A, Northumberland, New Brunswick, Canada",en,en,en,en
Mary Ann Nevins,it,Female,"C, Middlesex (east/est), Ontario, Canada",it,it,it,it
Loura Aubert,rus,Female,"K, York, New Brunswick, Canada",rus,rus,rus,rus
Jean Charles Dessaint,en,Female,"D, Burrard, British Columbia, Canada",en,en,en,en
Mary Mctavish,it,Male,"P, Inverness, Nova Scotia, Canada",it,it,it,it
Morris G Reid,others,Male,"F(1), Cumberland, Nova Scotia, Canada",others,others,others,others
Gillies Comtois,ch,Male,"J, York (east/est), Ontario, Canada",ch,ch,ch,ch
Laura Valliere,ir,Male,"D, Bruce (west/ouest), Ontario, Canada",ir,ir,ir,ir
Joseph Jeskia,rus,Female,"E, Grey (south/sud), Ontario, Canada",rus,rus,rus,rus
Emma Walker,ir,Male,"C, Carleton, New Brunswick, Canada",ir,ir,ir,ir
Olivine Boisse,rus,Male,"Q, Saint John (county/comté), New Brunswick, Canada",rus,rus,rus,rus
Louis Ernest,others,Male,"T, Chambly & Verchères, Quebec, Canada",others,others,others,others
Genie Mitchell,ab,Female,"E, Ontario (south/sud), Ontario, Canada",ab,inuit,inuit,inuit
Jane Oneil,others,Male,"C, Perth (south/sud), Ontario, Canada",others,others,others,others
David N Cooper,ir,Male,"D, Lisgar, Manitoba, Canada",ir,ir,ir,ir
Maggie Buffam,it,Male,"C, Charlevoix, Quebec, Canada",it,it,it,it
Oliver A Campbell,ch,Male,"A, Welland, Ontario, Canada",ch,ch,ch,ch
Samuel J Black,ab,Male,"E, Kent, New Brunswick, Canada",ab,metis,metis,metis
Gordan H. Patterson,sc,Male,"A, Montréal (city/cité), Quebec, Canada",sc,sc,sc,sc
Mary Twomey,ab,Male,"C, Lambton (east/est), Ontario, Canada",ab,,,
Mary Buchanan,en,Male,"G, Middlesex (north/nord), Ontario, Canada",en,en,en,en
Elizabeth Ray,ch,Female,"A, Waterloo (north/nord), Ontario, Canada",ch,ch,ch,ch
Mary Loranger,ch,Female,"H, Lisgar, Manitoba, Canada",ch,ch,ch,ch
Marie Houle,sc,Female,"M, Cape Breton, Nova Scotia, Canada",sc,sc,sc,sc
Frank E Swain,it,Male,"G, Westmorland, New Brunswick, Canada",it,it,it,it
Evangeline Prud&#39;homme,sc,Female,"G, Addington, Ontario, Canada",sc,sc,sc,sc
Oliver Myrtle Horning,en,Male,"H, Kent, Ontario, Canada",en,en,en,en
Jos Marrison,sc,Male,"F, Oxford (north/nord), Ontario, Canada",sc,sc,sc,sc
Mcwilliam Leod,ch,Female,"A, Gaspé, Quebec, Canada",ch,ch,ch,ch
Jeremah Barnes,sc,Female,"H, Drummond & Arthabaska, Quebec, Canada",sc,sc,sc,sc
Lucien Boivert,fr,Male,"E, Norfolk (south/sud), Ontario, Canada",fr,fr,fr,fr
Nancy Webb,it,Male,"B, Toronto (east/est) (city/cité), Ontario, Canada",it,it,it,it
Annie May Minor,rus,Female,"B, Toronto (west/ouest) (city/cité), Ontario, Canada",rus,rus,rus,rus
James Mcdonald,en,Male,"F, Labelle, Quebec, Canada",en,en,en,en
Napoléon Clermont,rus,Male,"E, Québec (city/cité) (centre), Quebec, Canada",rus,rus,rus,rus
John Mcgowan,sc,Male,"C, Hamilton (city/cité), Ontario, Canada",sc,sc,sc,sc
Catherine Daley,fr,Female,"C, Addington, Ontario, Canada",fr,fr,fr,fr
Wilfréd Demers,sc,Male,"A, Sherbrooke, Quebec, Canada",sc,sc,sc,sc
Wilfrid Godin,fr,Female,"H, York (west/ouest), Ontario, Canada",fr,fr,fr,fr
Roy Mcguin,fr,Male,"F, Chambly & Verchères, Quebec, Canada",fr,fr,fr,fr
Carrie Watchorn,fr,Female,"B, Toronto (west/ouest) (city/cité), Ontario, Canada",fr,fr,fr,fr
Charlie Borgat,fr,Female,"T, Chambly & Verchères, Quebec, Canada",fr,fr,fr,fr
Albertine Desjardins,ch,Male,"D, Shefford, Quebec, Canada",ch,ch,ch,ch
Cora Carss,it,Female,"F(1), Cumberland, Nova Scotia, Canada",it,it,it,it
Jergen Ruyond,ir,Male,"D, York (north/nord), Ontario, Canada",ir,ir,ir,ir
C. Jay Barbaie,ch,Male,"F, Oxford (north/nord), Ontario, Canada",ch,ch,ch,ch
Placide Lamoureux,ir,Female,"L(1), Chicoutimi & Saguenay, Quebec, Canada",ir,ir,ir,ir
Aurore Pradette,ch,Male,"B, Grey (south/sud), Ontario, Canada",ch,ch,ch,ch
Mary Hicks,others,Female,"G, Renfrew (north/nord), Ontario, Canada",others,others,others,others
Mark Panther,rus,Female,"G, Huron (east/est), Ontario, Canada",rus,rus,rus,rus
Francois X Lecompte,others,Male,"J, Wellington (north/nord), Ontario, Canada",others,others,others,others
Abraham Stdenis,sc,Female,"D, Victoria, British Columbia, Canada",sc,sc,sc,sc
Ed Colehouse,ab,Male,"A, Simcoe (south/sud), Ontario, Canada",ab,,,
Julia A Deyoung,ab,Female,"E, Maisonneuve, Quebec, Canada",ab,fn,fn,fn
Lizzie E Boyle,en,Male,"J, Richmond & Wolfe, Quebec, Canada",en,en,en,en
Lucinda Glover,ir,Female,"A, Peel, Ontario, Canada",ir,ir,ir,ir
Elroy Mcphee,it,Female,"I, Bonaventure, Quebec, Canada",it,it,it,it
Richard Wolashan,fr,Female,"B, Ontario (west/ouest), Ontario, Canada",fr,fr,fr,fr
Adelard Labé,ch,Male,"H, Bothwell, Ontario, Canada",ch,ch,ch,ch
Josephine Drolet,others,Female,"K, Labelle, Quebec, Canada",others,others,others,others
Katherine M Mcfarlane,fr,Male,"A, Sherbrooke, Quebec, Canada",fr,fr,fr,fr
Albert Leger,rus,Female,"A, Montréal (city/cité), Quebec, Canada",rus,rus,rus,rus
Felix Lefebvre,ab,Male,"L, Wright, Quebec, Canada",ab,,,
Katie Parrott,ir,Male,"I, Ontario (north/nord), Ontario, Canada",ir,ir,ir,ir
Alice Nells,en,Male,"M, Renfrew (south/sud), Ontario, Canada",en,en,en,en
Clarence Nettleton,ch,Male,"C, Perth (north/nord), Ontario, Canada",ch,ch,ch,ch
Laura M Mills,rus,Female,"C, Toronto (west/ouest) (city/cité), Ontario, Canada",rus,rus,rus,rus
John Blizard,it,Female,"Z, Cape Breton, Nova Scotia, Canada",it,it,it,it
Philomène Huart,ch,Male,"G, Châteauguay, Quebec, Canada",ch,ch,ch,ch
Mcjohn Gillivray,ch,Female,"D, Joliette, Quebec, Canada",ch,ch,ch,ch
Pearl Nickelson,it,Male,"U, Yarmouth, Nova Scotia, Canada",it,it,it,it
Elijah Vanfleet,ab,Male,"S & d, Beauce, Quebec, Canada",ab,inuit,inuit,inuit
Hugh Munroe,it,Male,"J, Nicolet, Quebec, Canada",it,it,it,it
Nayaine Gondson,en,Male,"F, Maisonneuve, Quebec, Canada",en,en,en,en
Philomène Drolet,ab,Female,"Q, Yarmouth, Nova Scotia, Canada",ab,fn,fn,fn
Hran Sintzenich,ir,Male,"J, Haldimand & Monck, Ontario, Canada",ir,ir,ir,ir
William Ayers,ch,Female,"A, Brant (south/sud), Ontario, Canada",ch,ch,ch,ch
Mary Hambin,ab,Male,"Y, Pictou, Nova Scotia, Canada",ab,metis,metis,metis
Derémène Pelletier,en,Male,"I, York (west/ouest), Ontario, Canada",en,en,en,en
Otta Buckler,ab,Male,"C, Leeds (south/sud), Ontario, Canada",ab,metis,metis,metis
Willie Humphry,others,Male,"C, Ottawa (city/cité), Ontario, Canada",others,others,others,others
Leo Prince,ab,Male,"A, Middlesex (south/sud), Ontario, Canada",ab,,,
James Mcarthur,ch,Female,"P, Compton, Quebec, Canada",ch,ch,ch,ch
Anatch Desjardin,ja,Female,"L, Charlotte, New Brunswick, Canada",ja,ja,ja,ja
Marie Gagné,it,Female,"U, Wright, Quebec, Canada",it,it,it,it
Violet Dempsey,ir,Male,"F, Maisonneuve, Quebec, Canada",ir,ir,ir,ir
Maria Danley,it,Male,"B, Victoria, New Brunswick, Canada",it,it,it,it
Frederick L Chambers,ja,Male,"O, Addington, Ontario, Canada",ja,ja,ja,ja
Marie Steward,it,Male,"B, Middlesex (south/sud), Ontario, Canada",it,it,it,it
M Sarah Mcneice,ir,Male,"Q, Wright, Quebec, Canada",ir,ir,ir,ir
Joseph Winters,ch,Male,"B, Prince (west/ouest), Prince Edward Island, Canada",ch,ch,ch,ch
C Violet William,ch,Male,"K, Joliette, Quebec, Canada",ch,ch,ch,ch
Margaret Rogers,ch,Male,"A, Hochelaga, Quebec, Canada",ch,ch,ch,ch
Amedée Jacques,it,Male,"D, Peterborough (west/ouest), Ontario, Canada",it,it,it,it
Harvey A Smith,fr,Male,"E, Peterborough (west/ouest), Ontario, Canada",fr,fr,fr,fr
Armand Dupont,en,Male,"B, Middlesex (south/sud), Ontario, Canada",en,en,en,en
Robert J Swartz,ab,Male,"G, Argenteuil, Quebec, Canada",ab,fn,fn,fn
Peter Gaudreault,ch,Male,"N, Shefford, Quebec, Canada",ch,ch,ch,ch
Daniel Mayette,ja,Male,"E, Durham (east/est), Ontario, Canada",ja,ja,ja,ja
Hènri Marier,fr,Male,"B, Toronto (east/est) (city/cité), Ontario, Canada",fr,fr,fr,fr
Marie L Brisbois,en,Male,"A, Lunenburg, Nova Scotia, Canada",en,en,en,en
Violet M. Gibbie,ab,Male,"D, Huron (east/est), Ontario, Canada",ab,metis,metis,metis
Roy Bishop,others,Female,"D, Lanark (north/nord), Ontario, Canada",others,others,others,others
Mandeline Leblanc,ab,Female,"F, Victoria (north/nord), Ontario, Canada",ab,inuit,inuit,inuit
Charles E West,sc,Male,"U, Lunenburg, Nova Scotia, Canada",sc,sc,sc,sc
Bertha Saddler,ch,Male,"Y2, Assiniboia (west/ouest), The Territories, Canada",ch,ch,ch,ch
Mary A Vasey,ch,Male,"D, Grey (south/sud), Ontario, Canada",ch,ch,ch,ch
Hary Polman,ir,Male,"H, Addington, Ontario, Canada",ir,ir,ir,ir
John Brennan,it,Male,"A, Restigouche, New Brunswick, Canada",it,it,it,it
Rachel Gascon,ja,Female,"E, Drummond & Arthabaska, Quebec, Canada",ja,ja,ja,ja
Michel O&#39;coin,ch,Male,"L, Yale & Cariboo, British Columbia, Canada",ch,ch,ch,ch
Irène Jette,rus,Male,"F, Leeds & Grenville (north/nord), Ontario, Canada",rus,rus,rus,rus
Ely W Jamaton,ja,Male,"K, Annapolis, Nova Scotia, Canada",ja,ja,ja,ja
Thomas Ashman,rus,Male,"C, Russell, Ontario, Canada",rus,rus,rus,rus
Walter I Barrett,rus,Female,"C, Ontario (south/sud), Ontario, Canada",rus,rus,rus,rus
Mary Mcneil,ch,Female,"A, Russell, Ontario, Canada",ch,ch,ch,ch
Amus Désauliner,sc,Female,"K(1), Pictou, Nova Scotia, Canada",sc,sc,sc,sc
Marie Louise Sandry,ir,Male,"N, Gaspé, Quebec, Canada",ir,ir,ir,ir
Robert Wiggins,ab,Male,"A, Sunbury & Queens, New Brunswick, Canada",ab,inuit,inuit,inuit
Kathleen Power,ja,Male,"Q, Wright, Quebec, Canada",ja,ja,ja,ja
August Hriedecker,rus,Female,"D, Burrard, British Columbia, Canada",rus,rus,rus,rus
Ethel K Hattie,it,Male,"H, Simcoe (east/est), Ontario, Canada",it,it,it,it
Emma Scott,sc,Female,"D, Essex (south/sud), Ontario, Canada",sc,sc,sc,sc
Lydia Greenfield,sc,Female,"D, Glengarry, Ontario, Canada",sc,sc,sc,sc
Elerabeth Maynard,ch,Male,"G, York (west/ouest), Ontario, Canada",ch,ch,ch,ch
John Heaton,en,Female,"F, Selkirk, Manitoba, Canada",en,en,en,en
Ella Jeffs,ab,Female,"K, Richelieu, Quebec, Canada",ab,metis,metis,metis
Samuel Bowers,ab,Male,"A, Shefford, Quebec, Canada",ab,metis,metis,metis
Therese Barry,ja,Female,"C, Montmorency, Quebec, Canada",ja,ja,ja,ja
Edmand Lesperance,sc,Male,"B, Burrard, British Columbia, Canada",sc,sc,sc,sc
Philoméne Lahaye,ja,Female,"C, Toronto (west/ouest) (city/cité), Ontario, Canada",ja,ja,ja,ja
George E Day,ch,Male,"A, Toronto (centre) (city/cité), Ontario, Canada",ch,ch,ch,ch
Willia Beauchamps,ja,Female,"C, Kent, New Brunswick, Canada",ja,ja,ja,ja
Richard H Hatherly,ab,Male,"J, Charlotte, New Brunswick, Canada",ab,metis,metis,metis
Carline Blair,it,Male,"H, Simcoe (east/est), Ontario, Canada",it,it,it,it
Didace Bissonnette,ja,Male,"D, Toronto (west/ouest) (city/cité), Ontario, Canada",ja,ja,ja,ja
Jennie Metzger,ab,Male,"M, Mégantic, Quebec, Canada",ab,metis,metis,metis
Margrett Johnston,ja,Male,"D, Lanark (south/sud), Ontario, Canada",ja,ja,ja,ja
Wm Sheffelburg,en,Male,"B, Montréal (city/cité), Quebec, Canada",en,en,en,en
Charles Brown,others,Female,"C, Ottawa (city/cité), Ontario, Canada",others,others,others,others
Joseph Snider,rus,Male,"A, Ottawa (city/cité), Ontario, Canada",rus,rus,rus,rus
Alex G Kitchen,rus,Female,"H, York, New Brunswick, Canada",rus,rus,rus,rus
Josephine Labonde,ja,Female,"F, Dorchester, Quebec, Canada",ja,ja,ja,ja
Rosa Miller,ja,Male,"N, Richmond & Wolfe, Quebec, Canada",ja,ja,ja,ja
Rebecca Dexter,en,Female,"V, Pontiac, Quebec, Canada",en,en,en,en
Théodule Crête,others,Female,"M, Kings, New Brunswick, Canada",others,others,others,others
Campbell Tate,others,Male,"F, Dundas, Ontario, Canada",others,others,others,others
Fred M Anderson,rus,Female,"C, Deux-montagnes, Quebec, Canada",rus,rus,rus,rus
Malilda Nugent,sc,Female,"C, Toronto (west/ouest) (city/cité), Ontario, Canada",sc,sc,sc,sc
Antonin Ottisse,ch,Male,"H, York (east/est), Ontario, Canada",ch,ch,ch,ch
Thelesphore Fréchette,fr,Male,"I, Montmorency, Quebec, Canada",fr,fr,fr,fr
Wesley G Hadley,sc,Female,"A, Cumberland, Nova Scotia, Canada",sc,sc,sc,sc
Eliza B Carveth,ab,Female,"B, Durham (west/ouest), Ontario, Canada",ab,metis,metis,metis
Willia Black,ja,Female,"B, Berthier, Quebec, Canada",ja,ja,ja,ja
Victor Ths Palmer,ch,Male,"A, Montréal (city/cité), Quebec, Canada",ch,ch,ch,ch
Joseph Savorie,others,Male,"E, Saint John (city/cité), New Brunswick, Canada",others,others,others,others
Louis Mercier,fr,Female,"A, Montréal (city/cité), Quebec, Canada",fr,fr,fr,fr
Sinai Breault,ja,Male,"I, Russell, Ontario, Canada",ja,ja,ja,ja
Moréus Paulin,ja,Female,"M, Prince (west/ouest), Prince Edward Island, Canada",ja,ja,ja,ja
Dan Gay,ch,Female,"W, Halifax (county/comté), Nova Scotia, Canada",ch,ch,ch,ch
Jammi Mcaustin,ja,Male,"B, Toronto (west/ouest) (city/cité), Ontario, Canada",ja,ja,ja,ja
Jean Paul,it,Male,"J, York (east/est), Ontario, Canada",it,it,it,it
Emma Raizenne,en,Male,"Q, Saint-jean & Iberville, Quebec, Canada",en,en,en,en
Charles A Bennett,others,Male,"E, Bagot, Quebec, Canada",others,others,others,others
Magnus Halldorson,sc,Male,"B, Ontario (west/ouest), Ontario, Canada",sc,sc,sc,sc
Patrick Foley,ir,Male,"T1, Nipissing, Ontario, Canada",ir,ir,ir,ir
Josephine Rochou,fr,Male,"B, Restigouche, New Brunswick, Canada",fr,fr,fr,fr
Evelyn King,ch,Female,"H, York (north/nord), Ontario, Canada",ch,ch,ch,ch
Olive Bussiére,ir,Male,"G, Halton, Ontario, Canada",ir,ir,ir,ir
William Keys,ab,Male,"Book/Livre 1, Selkirk, Manitoba, Canada",ab,metis,metis,metis
Geo F Lane,fr,Male,"N2, Algoma, Ontario, Canada",fr,fr,fr,fr
John Ed Brown,it,Female,"P, Saint John (county/comté), New Brunswick, Canada",it,it,it,it
Mary J Seeley,rus,Female,"I, Addington, Ontario, Canada",rus,rus,rus,rus
John Bell,others,Female,"F, Grey (east/est), Ontario, Canada",others,others,others,others
Rosanna Bernard,en,Female,"G, Prince (east/est), Prince Edward Island, Canada",en,en,en,en
Doran Ramsy,ch,Female,"D(1), Beauce, Quebec, Canada",ch,ch,ch,ch
Catherine M Cooper,ir,Female,"B, Halifax (city/cité), Nova Scotia, Canada",ir,ir,ir,ir
Louis Hebert,ch,Male,"D, Lanark (south/sud), Ontario, Canada",ch,ch,ch,ch
John B Irving,ch,Female,"N, Shefford, Quebec, Canada",ch,ch,ch,ch
Marwell Henery,it,Female,"B, Huron (east/est), Ontario, Canada",it,it,it,it
Emma Vaillancour,others,Male,"A, Montréal (city/cité), Quebec, Canada",others,others,others,others
Hennery J Tierney,rus,Female,"N, Brandon, Manitoba, Canada",rus,rus,rus,rus
Leon Corbeil,ir,Female,"H, Chambly & Verchères, Quebec, Canada",ir,ir,ir,ir
Gandise Parent,others,Male,"E, Oxford (south/sud), Ontario, Canada",others,others,others,others
Wm Scott,ch,Male,"A1, Marquette, Manitoba, Canada",ch,ch,ch,ch
Edna M Heath,rus,Male,"B, Québec (city/cité) (centre), Quebec, Canada",rus,rus,rus,rus
Joseph Wharton,ch,Male,"I, Guysborough, Nova Scotia, Canada",ch,ch,ch,ch
Seraphine Lapointe,en,Female,"K, Saint John (city/cité), New Brunswick, Canada",en,en,en,en
Leontines Bardet,sc,Female,"L, Bonaventure, Quebec, Canada",sc,sc,sc,sc
Ed M Brown,ja,Female,"Z, Cape Breton, Nova Scotia, Canada",ja,ja,ja,ja
Wellington Dunlop,it,Male,"D, Essex (north/nord), Ontario, Canada",it,it,it,it
Jane Shawana,others,Female,"F, Winnipeg (city/cité), Manitoba, Canada",others,others,others,others
Mary A Craford,others,Male,"L, Prince (east/est), Prince Edward Island, Canada",others,others,others,others
Dieudonne Desgroselliers,fr,Male,"I, Victoria, New Brunswick, Canada",fr,fr,fr,fr
Margaret Routledge,ch,Male,"N, Chambly & Verchères, Quebec, Canada",ch,ch,ch,ch
Bergur Baogford,others,Male,"U, Nicolet, Quebec, Canada",others,others,others,others
Wilfred Hebert,ab,Female,"K, Drummond & Arthabaska, Quebec, Canada",ab,metis,metis,metis
William Barry,sc,Female,"F, Oxford (north/nord), Ontario, Canada",sc,sc,sc,sc
Mary Johnston,fr,Male,"D, Middlesex (south/sud), Ontario, Canada",fr,fr,fr,fr
Eliza Burwash,fr,Female,"D, Middlesex (south/sud), Ontario, Canada",fr,fr,fr,fr
William Gérome,ab,Male,"X, Cumberland, Nova Scotia, Canada",ab,fn,fn,fn
Henry Lantz,ir,Male,"A, Norfolk (south/sud), Ontario, Canada",ir,ir,ir,ir
Arthur Crossman,rus,Female,"H2, Alberta, The Territories, Canada",rus,rus,rus,rus
Banny A Armstrong,en,Female,"B, Winnipeg (city/cité), Manitoba, Canada",en,en,en,en
Theophiel Barèau,ja,Female,"F, Lunenburg, Nova Scotia, Canada",ja,ja,ja,ja
Arthur St Martin,ch,Male,"G, Marquette, Manitoba, Canada",ch,ch,ch,ch
John A Monsham,ja,Female,"H, Bruce (west/ouest), Ontario, Canada",ja,ja,ja,ja
William Baily,fr,Female,"B(2), Inverness, Nova Scotia, Canada",fr,fr,fr,fr
Inez Valade,ab,Female,"B, Queen's (west/ouest), Prince Edward Island, Canada",ab,inuit,inuit,inuit
Blanche Calve,ja,Female,"F, Middlesex (west/ouest), Ontario, Canada",ja,ja,ja,ja
Narcis Ouellet,sc,Male,"M, Cape Breton, Nova Scotia, Canada",sc,sc,sc,sc
Leo Oshaughnessy,rus,Male,"F, Lunenburg, Nova Scotia, Canada",rus,rus,rus,rus
Edith Sindan,sc,Male,"E, Missisquoi, Quebec, Canada",sc,sc,sc,sc
Samel Mcguire,fr,Male,"L, Châteauguay, Quebec, Canada",fr,fr,fr,fr
James Keefe,rus,Female,"J, Lanark (north/nord), Ontario, Canada",rus,rus,rus,rus
Sarah Wallace,it,Female,"Y, Pictou, Nova Scotia, Canada",it,it,it,it
Hippolite Rousseau,it,Male,"B, Halifax (city/cité), Nova Scotia, Canada",it,it,it,it
Gaspard Cook,others,Female,"S, Guysborough, Nova Scotia, Canada",others,others,others,others
Nére Vendal,it,Male,"C, Hochelaga, Quebec, Canada",it,it,it,it
Estella Korman,ch,Male,"F, Oxford (north/nord), Ontario, Canada",ch,ch,ch,ch
Thomas D Young,ir,Male,"Y4, Alberta, The Territories, Canada",ir,ir,ir,ir
Bertha L Nicholls,ch,Female,"G, Frontenac, Ontario, Canada",ch,ch,ch,ch
Felix Beslisle,others,Female,"F, Dundas, Ontario, Canada",others,others,others,others
A. R. Hyde,fr,Male,"C, Québec (city/cité) (west/ouest), Quebec, Canada",fr,fr,fr,fr
Mary Brown,it,Male,"C, Hastings (east/est), Ontario, Canada",it,it,it,it
Beatrice Levi,sc,Female,"C, Prince Edward, Ontario, Canada",sc,sc,sc,sc
Sylvester Middelton,it,Male,"F, Lambton (west/ouest), Ontario, Canada",it,it,it,it
Robert Nicholson,ir,Male,"B, Toronto (west/ouest) (city/cité), Ontario, Canada",ir,ir,ir,ir
Lèa Bricault,sc,Female,"B, Hochelaga, Quebec, Canada",sc,sc,sc,sc
Suzan Willerton,ch,Female,"B(3), Inverness, Nova Scotia, Canada",ch,ch,ch,ch
Blanche Deséore,ch,Female,"O, Prince (west/ouest), Prince Edward Island, Canada",ch,ch,ch,ch
Mary Zeagman,ir,Male,"W, Temiscouata, Quebec, Canada",ir,ir,ir,ir
Annie Stuart,en,Male,"F, York (north/nord), Ontario, Canada",en,en,en,en
Richard Ball,sc,Female,"B, Vaudreuil, Quebec, Canada",sc,sc,sc,sc
Charlotte Waterman,rus,Male,"A, Québec (county/comté), Quebec, Canada",rus,rus,rus,rus
Charles Anderson,ab,Male,"D, Middlesex (south/sud), Ontario, Canada",ab,fn,fn,fn
Joseph Veroneau,ja,Male,"G, Gaspé, Quebec, Canada",ja,ja,ja,ja
Joseph Random,fr,Male,"B, Québec (city/cité) (east/est), Quebec, Canada",fr,fr,fr,fr
Onsime Rose,ja,Female,"D, Brant (south/sud), Ontario, Canada",ja,ja,ja,ja
Jenniah Murphy,ch,Male,"E, Westmorland, New Brunswick, Canada",ch,ch,ch,ch
Saml Dinsmore,others,Female,"A, Toronto (centre) (city/cité), Ontario, Canada",others,others,others,others
Louis Lemay,sc,Female,"E, Lanark (north/nord), Ontario, Canada",sc,sc,sc,sc
Adelard Lapointe,ch,Male,"F, Unorganized Territories/territoires Non-organisés, The Territories, Canada",ch,ch,ch,ch
Lucy Vaughn,ab,Female,"O, Champlain, Quebec, Canada",ab,fn,fn,fn
Violet E Kirkland,others,Male,"C, Québec (city/cité) (centre), Quebec, Canada",others,others,others,others
William Young,ab,Female,"C, Russell, Ontario, Canada",ab,inuit,inuit,inuit
Zoey Lehoi,rus,Male,"T, Halifax (county/comté), Nova Scotia, Canada",rus,rus,rus,rus
Jennie Taylor,ab,Female,"F, York (west/ouest), Ontario, Canada",ab,inuit,inuit,inuit
Dan A Mclennon,fr,Male,"K(1), Pictou, Nova Scotia, Canada",fr,fr,fr,fr
Julie O&#39;connor,rus,Female,"J, Montcalm, Quebec, Canada",rus,rus,rus,rus
George G Steel,ch,Female,"B2, Nipissing, Ontario, Canada",ch,ch,ch,ch
Ernest Lavergne,ch,Male,"H, Brome, Quebec, Canada",ch,ch,ch,ch
Richard Brighteul,sc,Male,"D, Oxford (south/sud), Ontario, Canada",sc,sc,sc,sc
Piérre Latour,en,Female,"H, Rimouski, Quebec, Canada",en,en,en,en
Douglas Campbell,ja,Male,"Q, Wright, Quebec, Canada",ja,ja,ja,ja
Rosario Labonté,en,Female,"G, Laval, Quebec, Canada",en,en,en,en
William J Challanger,ch,Female,"D, Cornwall & Stormont, Ontario, Canada",ch,ch,ch,ch
Quincy Pickering,fr,Male,"D, Hochelaga, Quebec, Canada",fr,fr,fr,fr
Mabel Celena Otts,ir,Female,"D, Kings, Nova Scotia, Canada",ir,ir,ir,ir
Charles E Dwyer,sc,Female,"B, Halifax (city/cité), Nova Scotia, Canada",sc,sc,sc,sc
Mennie Cronin,rus,Female,"L, Wellington (north/nord), Ontario, Canada",rus,rus,rus,rus
Albertine Fartier,ch,Male,"A, Montréal (city/cité), Quebec, Canada",ch,ch,ch,ch
E. George Foster,others,Female,"M, Laval, Quebec, Canada",others,others,others,others
Stewert Stevenson,ab,Female,"C, Lambton (east/est), Ontario, Canada",ab,fn,fn,fn
William Murray,fr,Male,"C, Kent, Ontario, Canada",fr,fr,fr,fr
Laura Rowley,sc,Male,"L, Victoria (north/nord), Ontario, Canada",sc,sc,sc,sc
